 T =  300.0 K
 Configuration with maximum probability:            2
 Configuration with minimum probability:         2853

         m  omega(m)         Sd(m)      ene(m)       Ed(m)        p(m)
      2191        12  0.214133E-03  -7726.5600  -7726.6242      0.0000
      2192        12  0.214133E-03  -7726.4214  -7726.4856      0.0000
      2193        12  0.214133E-03  -7725.9283  -7725.9926      0.0000
      2194        12  0.214133E-03  -7725.9392  -7726.0035      0.0000
      2195        12  0.214133E-03  -7725.9362  -7726.0005      0.0000
      2196        12  0.214133E-03  -7725.9318  -7725.9960      0.0000
      2197        12  0.214133E-03  -7725.8884  -7725.9526      0.0000
      2198        12  0.214133E-03  -7725.9384  -7726.0026      0.0000
      2199        12  0.214133E-03  -7725.7041  -7725.7683      0.0000
      2200        12  0.214133E-03  -7725.9387  -7726.0030      0.0000
      2201        12  0.214133E-03  -7725.8378  -7725.9020      0.0000
      2202        12  0.214133E-03  -7725.9453  -7726.0096      0.0000
      2203        12  0.214133E-03  -7725.9355  -7725.9997      0.0000
      2204        12  0.214133E-03  -7726.0410  -7726.1052      0.0000
      2205        12  0.214133E-03  -7725.9911  -7726.0554      0.0000
      2206        12  0.214133E-03  -7726.0889  -7726.1531      0.0000
      2207        12  0.214133E-03  -7725.9934  -7726.0576      0.0000
      2208        12  0.214133E-03  -7725.8329  -7725.8971      0.0000
      2209        12  0.214133E-03  -7725.9867  -7726.0509      0.0000
      2210        12  0.214133E-03  -7726.0578  -7726.1220      0.0000
      2211        12  0.214133E-03  -7726.0284  -7726.0927      0.0000
      2212        12  0.214133E-03  -7726.0765  -7726.1408      0.0000
      2213        12  0.214133E-03  -7725.9200  -7725.9843      0.0000
      2214        12  0.214133E-03  -7726.0038  -7726.0681      0.0000
      2215        12  0.214133E-03  -7726.0515  -7726.1158      0.0000
      2216        12  0.214133E-03  -7726.0440  -7726.1082      0.0000
      2217        12  0.214133E-03  -7726.0402  -7726.1045      0.0000
      2218        12  0.214133E-03  -7726.0053  -7726.0696      0.0000
      2219        12  0.214133E-03  -7725.8717  -7725.9360      0.0000
      2220        12  0.214133E-03  -7726.0602  -7726.1244      0.0000
      2221        12  0.214133E-03  -7725.9659  -7726.0302      0.0000
      2222        12  0.214133E-03  -7726.0211  -7726.0853      0.0000
      2223        12  0.214133E-03  -7726.1022  -7726.1665      0.0000
      2224        12  0.214133E-03  -7726.0513  -7726.1155      0.0000
      2225        12  0.214133E-03  -7725.9631  -7726.0274      0.0000
      2226        12  0.214133E-03  -7726.0120  -7726.0762      0.0000
      2227        12  0.214133E-03  -7726.1010  -7726.1652      0.0000
      2228        12  0.214133E-03  -7726.0339  -7726.0981      0.0000
      2229        12  0.214133E-03  -7725.8513  -7725.9156      0.0000
      2230        12  0.214133E-03  -7726.0074  -7726.0717      0.0000
      2231        12  0.214133E-03  -7726.0980  -7726.1622      0.0000
      2232        12  0.214133E-03  -7726.1063  -7726.1706      0.0000
      2233        12  0.214133E-03  -7726.0830  -7726.1473      0.0000
      2234        12  0.214133E-03  -7726.0333  -7726.0976      0.0000
      2235        12  0.214133E-03  -7725.8854  -7725.9497      0.0000
      2236        12  0.214133E-03  -7726.0912  -7726.1555      0.0000
      2237        12  0.214133E-03  -7726.0669  -7726.1311      0.0000
      2238        12  0.214133E-03  -7726.0827  -7726.1470      0.0000
      2239        12  0.214133E-03  -7725.9201  -7725.9843      0.0000
      2240        12  0.214133E-03  -7726.0699  -7726.1341      0.0000
      2241        12  0.214133E-03  -7726.0201  -7726.0843      0.0000
      2242        12  0.214133E-03  -7726.0498  -7726.1140      0.0000
      2243        12  0.214133E-03  -7725.8175  -7725.8818      0.0000
      2244        12  0.214133E-03  -7726.0221  -7726.0863      0.0000
      2245        12  0.214133E-03  -7726.0830  -7726.1473      0.0000
      2246        12  0.214133E-03  -7726.0420  -7726.1063      0.0000
      2247        12  0.214133E-03  -7726.0224  -7726.0866      0.0000
      2248        12  0.214133E-03  -7725.9888  -7726.0531      0.0000
      2249        12  0.214133E-03  -7726.0365  -7726.1007      0.0000
      2250        12  0.214133E-03  -7725.9694  -7726.0336      0.0000
      2251        12  0.214133E-03  -7726.0157  -7726.0799      0.0000
      2252        12  0.214133E-03  -7725.9494  -7726.0137      0.0000
      2253        12  0.214133E-03  -7726.0224  -7726.0867      0.0000
      2254        12  0.214133E-03  -7726.0457  -7726.1099      0.0000
      2255        12  0.214133E-03  -7726.0420  -7726.1062      0.0000
      2256        12  0.214133E-03  -7726.0483  -7726.1125      0.0000
      2257        12  0.214133E-03  -7726.0127  -7726.0769      0.0000
      2258        12  0.214133E-03  -7726.0344  -7726.0986      0.0000
      2259         4  0.119462E-03  -7727.0852  -7727.1210      0.0000
      2260        12  0.214133E-03  -7727.0558  -7727.1200      0.0000
      2261        12  0.214133E-03  -7727.0538  -7727.1181      0.0000
      2262        12  0.214133E-03  -7727.0383  -7727.1026      0.0000
      2263        12  0.214133E-03  -7727.0024  -7727.0666      0.0000
      2264        12  0.214133E-03  -7726.9722  -7727.0364      0.0000
      2265        12  0.214133E-03  -7727.0002  -7727.0645      0.0000
      2266        12  0.214133E-03  -7726.4370  -7726.5012      0.0000
      2267        12  0.214133E-03  -7726.9410  -7727.0052      0.0000
      2268        12  0.214133E-03  -7726.4226  -7726.4868      0.0000
      2269        12  0.214133E-03  -7726.4262  -7726.4904      0.0000
      2270        12  0.214133E-03  -7726.4357  -7726.5000      0.0000
      2271        12  0.214133E-03  -7726.9033  -7726.9675      0.0000
      2272        12  0.214133E-03  -7726.8988  -7726.9631      0.0000
      2273        12  0.214133E-03  -7726.7054  -7726.7697      0.0000
      2274        12  0.214133E-03  -7726.6806  -7726.7449      0.0000
      2275        12  0.214133E-03  -7727.0061  -7727.0703      0.0000
      2276        12  0.214133E-03  -7726.9540  -7727.0182      0.0000
      2277        12  0.214133E-03  -7726.9595  -7727.0237      0.0000
      2278        12  0.214133E-03  -7726.4535  -7726.5178      0.0000
      2279        12  0.214133E-03  -7726.9613  -7727.0255      0.0000
      2280        12  0.214133E-03  -7726.4477  -7726.5119      0.0000
      2281        12  0.214133E-03  -7726.4365  -7726.5007      0.0000
      2282        12  0.214133E-03  -7726.4375  -7726.5017      0.0000
      2283        12  0.214133E-03  -7726.4327  -7726.4969      0.0000
      2284        12  0.214133E-03  -7726.4478  -7726.5121      0.0000
      2285        12  0.214133E-03  -7726.3770  -7726.4413      0.0000
      2286        12  0.214133E-03  -7726.3662  -7726.4305      0.0000
      2287        12  0.214133E-03  -7726.4105  -7726.4747      0.0000
      2288        12  0.214133E-03  -7726.4452  -7726.5094      0.0000
      2289        12  0.214133E-03  -7726.4676  -7726.5318      0.0000
      2290        12  0.214133E-03  -7726.4775  -7726.5417      0.0000
      2291        12  0.214133E-03  -7726.4547  -7726.5189      0.0000
      2292        12  0.214133E-03  -7726.4807  -7726.5450      0.0000
      2293        12  0.214133E-03  -7726.4288  -7726.4930      0.0000
      2294        12  0.214133E-03  -7726.9266  -7726.9908      0.0000
      2295        12  0.214133E-03  -7726.9697  -7727.0340      0.0000
      2296        12  0.214133E-03  -7726.4175  -7726.4818      0.0000
      2297        12  0.214133E-03  -7726.7067  -7726.7709      0.0000
      2298        12  0.214133E-03  -7726.8572  -7726.9214      0.0000
      2299        12  0.214133E-03  -7726.4449  -7726.5091      0.0000
      2300        12  0.214133E-03  -7726.9698  -7727.0340      0.0000
      2301        12  0.214133E-03  -7726.9279  -7726.9921      0.0000
      2302        12  0.214133E-03  -7726.4435  -7726.5077      0.0000
      2303        12  0.214133E-03  -7726.3589  -7726.4232      0.0000
      2304        12  0.214133E-03  -7726.4272  -7726.4914      0.0000
      2305        12  0.214133E-03  -7726.4597  -7726.5239      0.0000
      2306        12  0.214133E-03  -7726.4103  -7726.4746      0.0000
      2307        12  0.214133E-03  -7726.4696  -7726.5338      0.0000
      2308        12  0.214133E-03  -7726.9333  -7726.9975      0.0000
      2309        12  0.214133E-03  -7726.9589  -7727.0231      0.0000
      2310        12  0.214133E-03  -7726.3786  -7726.4429      0.0000
      2311        12  0.214133E-03  -7726.4135  -7726.4777      0.0000
      2312        12  0.214133E-03  -7726.9119  -7726.9761      0.0000
      2313        12  0.214133E-03  -7726.9856  -7727.0499      0.0000
      2314        12  0.214133E-03  -7726.4084  -7726.4727      0.0000
      2315        12  0.214133E-03  -7726.9115  -7726.9757      0.0000
      2316        12  0.214133E-03  -7726.6504  -7726.7147      0.0000
      2317        12  0.214133E-03  -7726.8624  -7726.9266      0.0000
      2318        12  0.214133E-03  -7726.3438  -7726.4080      0.0000
      2319        12  0.214133E-03  -7726.8892  -7726.9534      0.0000
      2320        12  0.214133E-03  -7726.9609  -7727.0252      0.0000
      2321        12  0.214133E-03  -7726.9550  -7727.0192      0.0000
      2322        12  0.214133E-03  -7726.4117  -7726.4759      0.0000
      2323        12  0.214133E-03  -7726.4163  -7726.4805      0.0000
      2324        12  0.214133E-03  -7726.9084  -7726.9726      0.0000
      2325        12  0.214133E-03  -7726.9668  -7727.0311      0.0000
      2326        12  0.214133E-03  -7726.4181  -7726.4824      0.0000
      2327        12  0.214133E-03  -7726.4231  -7726.4874      0.0000
      2328        12  0.214133E-03  -7726.3457  -7726.4099      0.0000
      2329        12  0.214133E-03  -7726.4218  -7726.4860      0.0000
      2330        12  0.214133E-03  -7726.3498  -7726.4141      0.0000
      2331        12  0.214133E-03  -7726.4137  -7726.4779      0.0000
      2332        12  0.214133E-03  -7726.4208  -7726.4850      0.0000
      2333        12  0.214133E-03  -7726.4015  -7726.4658      0.0000
      2334        12  0.214133E-03  -7726.4792  -7726.5434      0.0000
      2335        12  0.214133E-03  -7726.4231  -7726.4874      0.0000
      2336        12  0.214133E-03  -7726.4533  -7726.5176      0.0000
      2337        12  0.214133E-03  -7726.4237  -7726.4879      0.0000
      2338        12  0.214133E-03  -7726.4090  -7726.4733      0.0000
      2339        12  0.214133E-03  -7726.9481  -7727.0123      0.0000
      2340        12  0.214133E-03  -7726.8564  -7726.9206      0.0000
      2341        12  0.214133E-03  -7726.4168  -7726.4810      0.0000
      2342        12  0.214133E-03  -7726.6904  -7726.7547      0.0000
      2343        12  0.214133E-03  -7726.8906  -7726.9548      0.0000
      2344        12  0.214133E-03  -7726.4116  -7726.4758      0.0000
      2345        12  0.214133E-03  -7726.3741  -7726.4383      0.0000
      2346        12  0.214133E-03  -7726.4300  -7726.4943      0.0000
      2347        12  0.214133E-03  -7726.4561  -7726.5203      0.0000
      2348        12  0.214133E-03  -7726.3418  -7726.4061      0.0000
      2349        12  0.214133E-03  -7726.4162  -7726.4804      0.0000
      2350        12  0.214133E-03  -7726.3909  -7726.4552      0.0000
      2351        12  0.214133E-03  -7726.8758  -7726.9400      0.0000
      2352        12  0.214133E-03  -7726.8791  -7726.9434      0.0000
      2353        12  0.214133E-03  -7726.8859  -7726.9502      0.0000
      2354        12  0.214133E-03  -7726.6690  -7726.7332      0.0000
      2355        12  0.214133E-03  -7726.3960  -7726.4602      0.0000
      2356        12  0.214133E-03  -7726.3592  -7726.4234      0.0000
      2357        12  0.214133E-03  -7726.4063  -7726.4705      0.0000
      2358        12  0.214133E-03  -7726.3772  -7726.4414      0.0000
      2359        12  0.214133E-03  -7726.3983  -7726.4625      0.0000
      2360        12  0.214133E-03  -7726.3197  -7726.3840      0.0000
      2361        12  0.214133E-03  -7726.4152  -7726.4794      0.0000
      2362        12  0.214133E-03  -7726.3704  -7726.4346      0.0000
      2363        12  0.214133E-03  -7726.9242  -7726.9884      0.0000
      2364        12  0.214133E-03  -7726.8741  -7726.9384      0.0000
      2365        12  0.214133E-03  -7726.8868  -7726.9510      0.0000
      2366        12  0.214133E-03  -7726.3641  -7726.4283      0.0000
      2367        12  0.214133E-03  -7726.8612  -7726.9255      0.0000
      2368        12  0.214133E-03  -7726.4200  -7726.4842      0.0000
      2369        12  0.214133E-03  -7726.3750  -7726.4393      0.0000
      2370        12  0.214133E-03  -7726.3443  -7726.4085      0.0000
      2371        12  0.214133E-03  -7726.3991  -7726.4634      0.0000
      2372        12  0.214133E-03  -7726.3564  -7726.4207      0.0000
      2373        12  0.214133E-03  -7726.3817  -7726.4459      0.0000
      2374        12  0.214133E-03  -7725.7727  -7725.8370      0.0000
      2375        12  0.214133E-03  -7726.3342  -7726.3984      0.0000
      2376        12  0.214133E-03  -7726.3141  -7726.3783      0.0000
      2377        12  0.214133E-03  -7726.3453  -7726.4095      0.0000
      2378        12  0.214133E-03  -7726.2946  -7726.3588      0.0000
      2379        12  0.214133E-03  -7726.2986  -7726.3628      0.0000
      2380        12  0.214133E-03  -7725.8460  -7725.9103      0.0000
      2381        12  0.214133E-03  -7725.8110  -7725.8753      0.0000
      2382        12  0.214133E-03  -7725.8032  -7725.8674      0.0000
      2383        12  0.214133E-03  -7725.6699  -7725.7341      0.0000
      2384        12  0.214133E-03  -7725.7335  -7725.7977      0.0000
      2385        12  0.214133E-03  -7725.8375  -7725.9018      0.0000
      2386        12  0.214133E-03  -7726.3828  -7726.4471      0.0000
      2387        12  0.214133E-03  -7726.8578  -7726.9221      0.0000
      2388        12  0.214133E-03  -7726.3469  -7726.4112      0.0000
      2389        12  0.214133E-03  -7726.8649  -7726.9292      0.0000
      2390        12  0.214133E-03  -7726.6108  -7726.6751      0.0000
      2391        12  0.214133E-03  -7726.8456  -7726.9098      0.0000
      2392        12  0.214133E-03  -7726.3541  -7726.4184      0.0000
      2393        12  0.214133E-03  -7726.3487  -7726.4129      0.0000
      2394        12  0.214133E-03  -7726.3773  -7726.4415      0.0000
      2395        12  0.214133E-03  -7726.3222  -7726.3864      0.0000
      2396        12  0.214133E-03  -7726.2935  -7726.3578      0.0000
      2397        12  0.214133E-03  -7726.3389  -7726.4031      0.0000
      2398        12  0.214133E-03  -7726.3782  -7726.4425      0.0000
      2399        12  0.214133E-03  -7726.4044  -7726.4686      0.0000
      2400        12  0.214133E-03  -7726.8589  -7726.9232      0.0000
      2401        12  0.214133E-03  -7726.8675  -7726.9317      0.0000
      2402        12  0.214133E-03  -7726.6953  -7726.7595      0.0000
      2403        12  0.214133E-03  -7726.8902  -7726.9544      0.0000
      2404        12  0.214133E-03  -7726.4055  -7726.4697      0.0000
      2405        12  0.214133E-03  -7726.4205  -7726.4848      0.0000
      2406        12  0.214133E-03  -7726.3912  -7726.4554      0.0000
      2407        12  0.214133E-03  -7726.4252  -7726.4895      0.0000
      2408        12  0.214133E-03  -7726.3178  -7726.3820      0.0000
      2409        12  0.214133E-03  -7726.3579  -7726.4221      0.0000
      2410        12  0.214133E-03  -7726.3192  -7726.3834      0.0000
      2411        12  0.214133E-03  -7726.2962  -7726.3604      0.0000
      2412        12  0.214133E-03  -7726.3212  -7726.3854      0.0000
      2413        12  0.214133E-03  -7726.2151  -7726.2794      0.0000
      2414        12  0.214133E-03  -7726.3049  -7726.3691      0.0000
      2415        12  0.214133E-03  -7726.3446  -7726.4088      0.0000
      2416        12  0.214133E-03  -7726.3521  -7726.4163      0.0000
      2417        12  0.214133E-03  -7726.3041  -7726.3684      0.0000
      2418        12  0.214133E-03  -7725.8022  -7725.8664      0.0000
      2419        12  0.214133E-03  -7726.3371  -7726.4014      0.0000
      2420        12  0.214133E-03  -7726.3310  -7726.3952      0.0000
      2421        12  0.214133E-03  -7725.6546  -7725.7188      0.0000
      2422        12  0.214133E-03  -7725.8231  -7725.8873      0.0000
      2423        12  0.214133E-03  -7725.8028  -7725.8671      0.0000
      2424        12  0.214133E-03  -7725.8274  -7725.8916      0.0000
      2425        12  0.214133E-03  -7725.7597  -7725.8239      0.0000
      2426        12  0.214133E-03  -7725.8113  -7725.8755      0.0000
      2427        12  0.214133E-03  -7725.8178  -7725.8820      0.0000
      2428        12  0.214133E-03  -7725.7465  -7725.8107      0.0000
      2429        12  0.214133E-03  -7725.8478  -7725.9120      0.0000
      2430        12  0.214133E-03  -7725.8332  -7725.8974      0.0000
      2431        12  0.214133E-03  -7725.8172  -7725.8814      0.0000
      2432        12  0.214133E-03  -7725.8376  -7725.9019      0.0000
      2433        12  0.214133E-03  -7726.7919  -7726.8561      0.0000
      2434        12  0.214133E-03  -7726.8189  -7726.8832      0.0000
      2435        12  0.214133E-03  -7726.6374  -7726.7016      0.0000
      2436        12  0.214133E-03  -7726.7959  -7726.8602      0.0000
      2437        12  0.214133E-03  -7726.8470  -7726.9112      0.0000
      2438        12  0.214133E-03  -7726.8293  -7726.8935      0.0000
      2439        12  0.214133E-03  -7726.8234  -7726.8876      0.0000
      2440        12  0.214133E-03  -7726.3424  -7726.4066      0.0000
      2441        12  0.214133E-03  -7726.8006  -7726.8648      0.0000
      2442        12  0.214133E-03  -7726.3193  -7726.3836      0.0000
      2443        12  0.214133E-03  -7726.3278  -7726.3920      0.0000
      2444        12  0.214133E-03  -7726.2177  -7726.2819      0.0000
      2445        12  0.214133E-03  -7726.3376  -7726.4018      0.0000
      2446        12  0.214133E-03  -7726.3410  -7726.4053      0.0000
      2447        12  0.214133E-03  -7726.2563  -7726.3206      0.0000
      2448        12  0.214133E-03  -7726.3888  -7726.4530      0.0000
      2449        12  0.214133E-03  -7726.3019  -7726.3661      0.0000
      2450        12  0.214133E-03  -7726.3137  -7726.3779      0.0000
      2451        12  0.214133E-03  -7726.3525  -7726.4167      0.0000
      2452        12  0.214133E-03  -7726.3549  -7726.4191      0.0000
      2453        12  0.214133E-03  -7726.3678  -7726.4321      0.0000
      2454        12  0.214133E-03  -7726.3704  -7726.4347      0.0000
      2455        12  0.214133E-03  -7726.7714  -7726.8356      0.0000
      2456        12  0.214133E-03  -7726.5543  -7726.6185      0.0000
      2457        12  0.214133E-03  -7726.7886  -7726.8528      0.0000
      2458        12  0.214133E-03  -7726.7876  -7726.8518      0.0000
      2459        12  0.214133E-03  -7726.8239  -7726.8881      0.0000
      2460        12  0.214133E-03  -7726.7532  -7726.8174      0.0000
      2461        12  0.214133E-03  -7726.2998  -7726.3641      0.0000
      2462        12  0.214133E-03  -7726.3084  -7726.3727      0.0000
      2463        12  0.214133E-03  -7726.8042  -7726.8684      0.0000
      2464        12  0.214133E-03  -7726.2990  -7726.3632      0.0000
      2465        12  0.214133E-03  -7726.2738  -7726.3381      0.0000
      2466        12  0.214133E-03  -7726.1683  -7726.2325      0.0000
      2467        12  0.214133E-03  -7726.3530  -7726.4172      0.0000
      2468        12  0.214133E-03  -7726.2171  -7726.2813      0.0000
      2469        12  0.214133E-03  -7726.2784  -7726.3427      0.0000
      2470        12  0.214133E-03  -7726.2949  -7726.3592      0.0000
      2471        12  0.214133E-03  -7726.2528  -7726.3170      0.0000
      2472        12  0.214133E-03  -7726.2853  -7726.3495      0.0000
      2473        12  0.214133E-03  -7726.3486  -7726.4128      0.0000
      2474        12  0.214133E-03  -7726.3228  -7726.3870      0.0000
      2475        12  0.214133E-03  -7726.2837  -7726.3479      0.0000
      2476        12  0.214133E-03  -7726.5896  -7726.6538      0.0000
      2477        12  0.214133E-03  -7726.7864  -7726.8506      0.0000
      2478        12  0.214133E-03  -7726.2952  -7726.3594      0.0000
      2479        12  0.214133E-03  -7726.8576  -7726.9218      0.0000
      2480        12  0.214133E-03  -7726.7642  -7726.8284      0.0000
      2481        12  0.214133E-03  -7726.3188  -7726.3831      0.0000
      2482        12  0.214133E-03  -7726.8043  -7726.8685      0.0000
      2483        12  0.214133E-03  -7726.7956  -7726.8599      0.0000
      2484        12  0.214133E-03  -7726.3187  -7726.3830      0.0000
      2485        12  0.214133E-03  -7726.3740  -7726.4382      0.0000
      2486        12  0.214133E-03  -7726.3159  -7726.3801      0.0000
      2487        12  0.214133E-03  -7726.2147  -7726.2789      0.0000
      2488        12  0.214133E-03  -7726.2593  -7726.3235      0.0000
      2489        12  0.214133E-03  -7726.3066  -7726.3709      0.0000
      2490        12  0.214133E-03  -7726.3466  -7726.4109      0.0000
      2491        12  0.214133E-03  -7726.2751  -7726.3393      0.0000
      2492        12  0.214133E-03  -7726.3741  -7726.4384      0.0000
      2493        12  0.214133E-03  -7726.3496  -7726.4138      0.0000
      2494        12  0.214133E-03  -7726.2960  -7726.3602      0.0000
      2495        12  0.214133E-03  -7726.3395  -7726.4037      0.0000
      2496        12  0.214133E-03  -7726.5657  -7726.6299      0.0000
      2497        12  0.214133E-03  -7726.6411  -7726.7053      0.0000
      2498        12  0.214133E-03  -7726.6000  -7726.6642      0.0000
      2499        12  0.214133E-03  -7726.2402  -7726.3044      0.0000
      2500        12  0.214133E-03  -7726.2117  -7726.2759      0.0000
      2501        12  0.214133E-03  -7726.5744  -7726.6387      0.0000
      2502        12  0.214133E-03  -7726.6126  -7726.6768      0.0000
      2503        12  0.214133E-03  -7726.1015  -7726.1657      0.0000
      2504        12  0.214133E-03  -7726.0915  -7726.1558      0.0000
      2505        12  0.214133E-03  -7726.1552  -7726.2194      0.0000
      2506        12  0.214133E-03  -7726.0998  -7726.1641      0.0000
      2507        12  0.214133E-03  -7725.9191  -7725.9833      0.0000
      2508        12  0.214133E-03  -7726.1076  -7726.1718      0.0000
      2509        12  0.214133E-03  -7726.0871  -7726.1513      0.0000
      2510        12  0.214133E-03  -7726.1023  -7726.1666      0.0000
      2511        12  0.214133E-03  -7726.1641  -7726.2283      0.0000
      2512        12  0.214133E-03  -7726.1094  -7726.1736      0.0000
      2513        12  0.214133E-03  -7726.1174  -7726.1817      0.0000
      2514        12  0.214133E-03  -7726.1037  -7726.1680      0.0000
      2515        12  0.214133E-03  -7726.7898  -7726.8540      0.0000
      2516        12  0.214133E-03  -7726.3338  -7726.3981      0.0000
      2517        12  0.214133E-03  -7726.7871  -7726.8513      0.0000
      2518        12  0.214133E-03  -7726.3064  -7726.3706      0.0000
      2519        12  0.214133E-03  -7726.8092  -7726.8734      0.0000
      2520        12  0.214133E-03  -7726.7826  -7726.8468      0.0000
      2521        12  0.214133E-03  -7726.3573  -7726.4216      0.0000
      2522        12  0.214133E-03  -7726.2931  -7726.3573      0.0000
      2523        12  0.214133E-03  -7726.2847  -7726.3490      0.0000
      2524        12  0.214133E-03  -7726.3157  -7726.3800      0.0000
      2525        12  0.214133E-03  -7726.2182  -7726.2824      0.0000
      2526        12  0.214133E-03  -7726.1860  -7726.2503      0.0000
      2527        12  0.214133E-03  -7726.3243  -7726.3885      0.0000
      2528        12  0.214133E-03  -7726.3022  -7726.3665      0.0000
      2529        12  0.214133E-03  -7726.3107  -7726.3749      0.0000
      2530        12  0.214133E-03  -7726.3426  -7726.4068      0.0000
      2531        12  0.214133E-03  -7726.2941  -7726.3584      0.0000
      2532        12  0.214133E-03  -7726.2747  -7726.3389      0.0000
      2533        12  0.214133E-03  -7726.8952  -7726.9595      0.0000
      2534        12  0.214133E-03  -7726.8487  -7726.9130      0.0000
      2535        12  0.214133E-03  -7726.3699  -7726.4341      0.0000
      2536        12  0.214133E-03  -7726.8693  -7726.9336      0.0000
      2537        12  0.214133E-03  -7726.8699  -7726.9342      0.0000
      2538        12  0.214133E-03  -7726.3622  -7726.4264      0.0000
      2539        12  0.214133E-03  -7726.3319  -7726.3961      0.0000
      2540        12  0.214133E-03  -7726.3690  -7726.4332      0.0000
      2541        12  0.214133E-03  -7726.4008  -7726.4651      0.0000
      2542        12  0.214133E-03  -7726.2808  -7726.3450      0.0000
      2543        12  0.214133E-03  -7726.3952  -7726.4594      0.0000
      2544        12  0.214133E-03  -7726.2540  -7726.3182      0.0000
      2545        12  0.214133E-03  -7726.3467  -7726.4110      0.0000
      2546        12  0.214133E-03  -7726.3829  -7726.4471      0.0000
      2547        12  0.214133E-03  -7726.3952  -7726.4594      0.0000
      2548        12  0.214133E-03  -7726.4275  -7726.4917      0.0000
      2549        12  0.214133E-03  -7726.3739  -7726.4382      0.0000
      2550        12  0.214133E-03  -7726.8437  -7726.9079      0.0000
      2551        12  0.214133E-03  -7726.3536  -7726.4178      0.0000
      2552        12  0.214133E-03  -7726.9048  -7726.9691      0.0000
      2553        12  0.214133E-03  -7726.8640  -7726.9282      0.0000
      2554        12  0.214133E-03  -7726.3421  -7726.4064      0.0000
      2555        12  0.214133E-03  -7726.3665  -7726.4307      0.0000
      2556        12  0.214133E-03  -7726.3488  -7726.4130      0.0000
      2557        12  0.214133E-03  -7726.3567  -7726.4210      0.0000
      2558        12  0.214133E-03  -7726.3074  -7726.3717      0.0000
      2559        12  0.214133E-03  -7726.3831  -7726.4474      0.0000
      2560        12  0.214133E-03  -7726.3483  -7726.4125      0.0000
      2561        12  0.214133E-03  -7726.2322  -7726.2964      0.0000
      2562        12  0.214133E-03  -7726.3987  -7726.4629      0.0000
      2563        12  0.214133E-03  -7726.3970  -7726.4613      0.0000
      2564        12  0.214133E-03  -7726.3596  -7726.4239      0.0000
      2565        12  0.214133E-03  -7726.4273  -7726.4915      0.0000
      2566        12  0.214133E-03  -7726.3339  -7726.3981      0.0000
      2567        12  0.214133E-03  -7726.8186  -7726.8829      0.0000
      2568        12  0.214133E-03  -7726.8620  -7726.9262      0.0000
      2569        12  0.214133E-03  -7726.3320  -7726.3963      0.0000
      2570        12  0.214133E-03  -7726.3055  -7726.3697      0.0000
      2571        12  0.214133E-03  -7726.2834  -7726.3476      0.0000
      2572        12  0.214133E-03  -7726.3539  -7726.4181      0.0000
      2573        12  0.214133E-03  -7726.2763  -7726.3406      0.0000
      2574        12  0.214133E-03  -7726.3021  -7726.3663      0.0000
      2575        12  0.214133E-03  -7726.3231  -7726.3873      0.0000
      2576        12  0.214133E-03  -7726.2790  -7726.3432      0.0000
      2577        12  0.214133E-03  -7726.2168  -7726.2810      0.0000
      2578        12  0.214133E-03  -7726.4096  -7726.4739      0.0000
      2579        12  0.214133E-03  -7726.3184  -7726.3826      0.0000
      2580        12  0.214133E-03  -7726.3184  -7726.3826      0.0000
      2581        12  0.214133E-03  -7726.3367  -7726.4010      0.0000
      2582        12  0.214133E-03  -7726.3517  -7726.4159      0.0000
      2583        12  0.214133E-03  -7725.8248  -7725.8891      0.0000
      2584        12  0.214133E-03  -7725.8277  -7725.8919      0.0000
      2585        12  0.214133E-03  -7725.8374  -7725.9016      0.0000
      2586        12  0.214133E-03  -7725.8416  -7725.9058      0.0000
      2587        12  0.214133E-03  -7725.6808  -7725.7451      0.0000
      2588        12  0.214133E-03  -7725.8337  -7725.8979      0.0000
      2589        12  0.214133E-03  -7725.8316  -7725.8958      0.0000
      2590        12  0.214133E-03  -7725.8367  -7725.9010      0.0000
      2591        12  0.214133E-03  -7725.8487  -7725.9129      0.0000
      2592        12  0.214133E-03  -7725.6393  -7725.7035      0.0000
      2593        12  0.214133E-03  -7725.8432  -7725.9074      0.0000
      2594        12  0.214133E-03  -7725.8366  -7725.9008      0.0000
      2595        12  0.214133E-03  -7726.8488  -7726.9131      0.0000
      2596        12  0.214133E-03  -7726.3306  -7726.3948      0.0000
      2597        12  0.214133E-03  -7726.3671  -7726.4313      0.0000
      2598        12  0.214133E-03  -7726.3693  -7726.4335      0.0000
      2599        12  0.214133E-03  -7726.3164  -7726.3806      0.0000
      2600        12  0.214133E-03  -7726.2774  -7726.3416      0.0000
      2601        12  0.214133E-03  -7726.3313  -7726.3955      0.0000
      2602        12  0.214133E-03  -7726.3374  -7726.4017      0.0000
      2603        12  0.214133E-03  -7726.3042  -7726.3684      0.0000
      2604        12  0.214133E-03  -7726.4231  -7726.4874      0.0000
      2605        12  0.214133E-03  -7726.3675  -7726.4317      0.0000
      2606        12  0.214133E-03  -7726.2364  -7726.3006      0.0000
      2607        12  0.214133E-03  -7726.3599  -7726.4241      0.0000
      2608        12  0.214133E-03  -7726.3742  -7726.4385      0.0000
      2609        12  0.214133E-03  -7726.3661  -7726.4304      0.0000
      2610        12  0.214133E-03  -7726.3246  -7726.3888      0.0000
      2611        12  0.214133E-03  -7726.3606  -7726.4249      0.0000
